time,Weekly_Sales,Walmart,sp500,Temperature,Fuel_Price,CPI,Unemployment
2010-11-26,65821003.24,53.74001,1189.4,47.88955555555556,2.9179555555555554,168.54161062222224,8.47528888888889
2010-12-03,49909027.88,54.62,1224.71,41.590888888888884,2.8891111111111107,168.47711224000003,8.47528888888889
2010-12-10,55666770.39,54.28,1240.4,39.16511111111111,2.976377777777778,168.4126138488889,8.47528888888889
2010-12-17,61820799.85,54.41,1243.91,40.35177777777778,3.0054444444444446,168.41548208,8.47528888888889
2010-12-31,40432519.0,53.92999,1257.64,36.782666666666664,3.048222222222222,168.52226841333334,8.47528888888889
2011-01-07,42775787.769999996,54.08,1271.5,35.272666666666666,3.0892444444444442,168.57566157777777,8.2912
2011-01-14,40673678.04,54.81,1293.24,30.689555555555554,3.105,168.65173252444444,8.2912
2011-01-21,40654648.03,55.73,1283.35,37.522222222222226,3.1268888888888893,168.86387010222222,8.2912
2011-01-28,39599852.99,56.7,1276.34,34.06444444444445,3.134688888888889,169.07600767777777,8.2912
2011-02-04,46153111.12,56.03,1310.87,30.48088888888889,3.134822222222222,169.28814525333334,8.2912
2011-02-11,47336192.79,55.69,1329.15,32.159111111111116,3.1624,169.50028284,8.2912
2011-02-18,48716164.12,55.38,1343.01,45.88377777777778,3.182577777777778,169.69322426666668,8.2912
2011-02-25,44125859.839999996,51.75,1319.88,43.15533333333333,3.2122,169.87848722222222,8.2912
2011-03-04,46980603.74,52.07001,1321.15,44.775333333333336,3.3954,170.06375018444444,8.2912
2011-03-11,44627319.4,52.59,1304.28,47.099555555555554,3.5374222222222222,170.24901313333334,8.2912
2011-03-18,44872325.97,51.52,1279.2,52.976444444444446,3.578866666666667,170.4133855088889,8.2912
2011-03-25,42876199.18,52.35001,1313.8,51.608666666666664,3.576244444444445,170.56940168222224,8.2912
2011-04-01,43458991.19,52.13,1332.41,48.736444444444444,3.6023555555555555,170.72541787111112,8.150133333333333
2011-04-08,45887466.8,52.53999,1328.17,55.62733333333333,3.695444444444445,170.88143404222222,8.150133333333333
2011-04-15,44973328.14,53.55,1319.68,56.95333333333333,3.7942888888888886,171.02387778222223,8.150133333333333
2011-04-29,43530032.78,54.98,1363.61,62.13977777777778,3.9011555555555555,171.24090331555556,8.150133333333333
2011-05-06,46861958.29,55.02,1340.2,58.175111111111114,3.9806444444444447,171.34941607333334,8.150133333333333
2011-05-13,45446144.82,55.72,1337.77,65.01066666666667,3.990755555555556,171.45792884,8.150133333333333
2011-05-20,44046598.01,55.28999,1333.27,62.41555555555555,3.9845333333333333,171.38618948666667,8.150133333333333
2011-05-27,45293457.04,54.7,1331.1,69.53222222222222,3.901577777777778,171.31445014666667,8.150133333333333
2011-06-03,48771994.18,53.66,1300.16,73.37422222222223,3.8365777777777774,171.24271082222222,8.150133333333333
2011-06-10,47669734.66,52.72,1270.98,74.80177777777777,3.801244444444445,171.17097147777778,8.150133333333333
2011-06-17,47447561.77,52.82001,1271.5,74.87511111111111,3.7703777777777776,171.19702633333333,8.150133333333333
2011-06-24,45884094.58,52.41,1268.45,76.24422222222222,3.7282222222222225,171.29642686,8.150133333333333
2011-07-01,47578519.5,53.50999,1339.67,78.75911111111111,3.6759777777777782,171.3958273711111,8.097488888888888
2011-07-08,47859263.78,54.08,1343.8,79.95422222222223,3.6276444444444444,171.49522789333335,8.097488888888888
2011-07-15,45515929.92,53.63,1316.14,79.96711111111111,3.6744000000000003,171.5864457177778,8.097488888888888
2011-07-22,45274411.39,54.52,1345.02,82.17644444444444,3.7240444444444445,171.65720684666667,8.097488888888888
2011-07-29,43683274.28,52.71001,1292.28,81.208,3.7440444444444445,171.7279679711111,8.097488888888888
2011-08-05,48015466.97,50.85001,1199.38,81.36666666666666,3.7573111111111115,171.7987290888889,8.097488888888888
2011-08-12,46249569.21,49.75,1178.81,80.46,3.7236666666666665,171.86949017999999,8.097488888888888
2011-08-19,46917347.62,52.3,1123.53,79.15666666666667,3.666688888888889,171.92757208666666,8.097488888888888
2011-08-26,47416948.45,52.89999,1176.8,80.162,3.636622222222222,171.9835408288889,8.097488888888888
2011-09-02,45376623.27,52.03,1173.97,79.29622222222223,3.651466666666667,172.03950952,8.097488888888888
2011-09-09,46763227.53,51.36,1154.23,73.44755555555555,3.681955555555555,172.09547822,8.097488888888888
2011-09-16,43793960.08,52.64999,1216.01,71.04422222222223,3.6805777777777777,172.2028438511111,8.097488888888888
2011-09-23,42718096.73,50.8,1136.43,68.67133333333334,3.6361333333333334,172.37873869777778,8.097488888888888
2011-09-30,42195830.81,51.89999,1131.42,72.78822222222223,3.5796444444444444,172.55463353333334,8.097488888888888
2011-10-07,47211688.36,53.7,1155.46,63.03644444444444,3.5198444444444443,172.73052837777777,7.804222222222222
2011-10-14,44374820.3,55.46001,1224.58,63.019555555555556,3.4886444444444447,172.89230366444446,7.804222222222222
2011-10-21,45818953.44,56.92,1238.25,60.89555555555556,3.5453111111111113,172.96936151333335,7.804222222222222
2011-10-28,45855821.05,57.14999,1285.09,56.468888888888884,3.5410222222222223,173.04641936666667,7.804222222222222
2011-11-04,48655544.3,57.5,1253.23,49.2,3.522044444444444,173.12347722444446,7.804222222222222
2011-11-11,48474224.75,59.2,1263.85,49.11244444444444,3.488711111111111,173.20053512444446,7.804222222222222
2011-11-18,46438980.56,57.23,1215.65,52.19155555555555,3.4874,173.30046973333333,7.804222222222222
2011-11-25,66593605.26,56.89,1158.67,49.62755555555555,3.4343111111111115,173.4095550711111,7.804222222222222
2011-12-02,49390556.49,58.09,1244.28,45.922,3.3942,173.51864040222222,7.804222222222222
2011-12-09,55561147.7,58.32001,1255.19,38.20911111111111,3.3617555555555554,173.62772574,7.804222222222222
2011-12-16,60085695.94,58.27,1219.66,41.065555555555555,3.3336222222222225,173.74333186444446,7.804222222222222
2011-12-23,76998241.31,59.99001,1265.33,39.611777777777775,3.291977777777778,173.8676323888889,7.804222222222222
2011-12-30,46042461.04,59.75999,1257.6,37.92622222222222,3.271066666666667,173.99193293333335,7.804222222222222
2012-01-06,44955421.95,59.0,1277.81,41.13333333333333,3.2994000000000003,174.1162334111111,7.508333333333334
2012-01-13,42023078.48,59.53999,1289.09,39.69022222222222,3.3706444444444443,174.24053394888887,7.508333333333334
2012-01-20,42080996.56,61.00999,1315.38,39.74177777777778,3.3918,174.3181304911111,7.508333333333334
2012-01-27,39834974.67,60.71001,1316.33,42.726,3.4115555555555557,174.39572700222223,7.508333333333334
2012-02-03,46085608.09,62.03,1344.9,44.80444444444444,3.4516888888888886,174.47332353333334,7.508333333333334
2012-02-10,50009407.92,61.89999,1342.64,39.848,3.5008,174.55092005111112,7.508333333333334
2012-02-17,50197056.96,62.48,1361.23,40.20333333333333,3.5625111111111107,174.65905603555555,7.508333333333334
2012-02-24,45771506.57,58.78999,1365.74,45.123999999999995,3.6204888888888886,174.79009662666667,7.508333333333334
2012-03-02,46861034.97,59.00999,1369.63,45.486444444444444,3.696022222222222,174.92113722666667,7.508333333333334
2012-03-09,47480454.11,60.08,1370.87,47.550888888888885,3.752222222222222,175.05217780222222,7.508333333333334
2012-03-16,46901504.94,60.84,1404.17,54.742222222222225,3.8274222222222223,175.16238156444444,7.508333333333334
2012-03-23,44993794.45,60.75,1397.11,57.14022222222222,3.8684000000000003,175.24480294222224,7.508333333333334
2012-03-30,45272862.02,61.2,1408.47,57.528444444444446,3.9335555555555555,175.32722428,7.508333333333334
2012-04-13,46629261.41,59.77,1370.26,58.30066666666667,3.997777777777778,175.49206700222223,7.419533333333334
2012-04-20,45072529.78,62.45,1378.53,61.355555555555554,3.984288888888889,175.52564179555557,7.419533333333334
2012-04-27,43716798.89,59.03,1403.36,62.776222222222216,3.950911111111111,175.5592165911111,7.419533333333334
2012-05-04,47124197.93,58.7,1369.1,64.676,3.9067555555555558,175.59279137555555,7.419533333333334
2012-05-11,46925878.99,59.42,1353.39,64.838,3.8696888888888887,175.62636617333334,7.419533333333334
2012-05-18,46823939.22,62.42999,1295.22,67.63822222222223,3.8344222222222224,175.62733507555555,7.419533333333334
2012-05-25,47892463.31,65.31,1317.82,71.79555555555557,3.788377777777778,175.6152616088889,7.419533333333334
2012-06-01,48281649.72,65.55,1278.04,72.94377777777777,3.7508222222222223,175.6031881577778,7.419533333333334
2012-06-08,49651171.78,68.22,1325.66,71.99133333333333,3.6893777777777776,175.5911146888889,7.419533333333334
2012-06-15,48412110.7,67.75,1342.84,75.04644444444445,3.6448666666666667,175.58820182444444,7.419533333333334
2012-06-22,47668284.97,67.3,1335.02,77.76911111111112,3.5906,175.60819051333334,7.419533333333334
2012-06-29,46597112.12,69.72,1362.16,80.3531111111111,3.5225777777777774,175.6281792088889,7.419533333333334
2012-07-06,51253021.88,71.36,1354.68,80.05466666666666,3.4608444444444446,175.64816785333332,7.237333333333334
2012-07-13,46099732.1,73.17999,1356.78,78.93866666666666,3.4797555555555557,175.66815653777778,7.237333333333334
2012-07-20,46059543.45,72.25,1362.66,78.77644444444445,3.5012666666666665,175.67352229333332,7.237333333333334
2012-07-27,44097154.97,74.52,1385.97,79.84422222222223,3.5784,175.67888806222223,7.237333333333334
2012-08-03,47485899.56,74.55,1390.99,80.33644444444444,3.565266666666666,175.68425383555555,7.237333333333334
2012-08-10,47403451.04,73.67999,1405.87,81.58022222222222,3.632911111111111,175.6896196111111,7.237333333333334
2012-08-17,47354452.05,71.99001,1418.16,79.43222222222222,3.720511111111111,175.74352702222222,7.237333333333334
2012-08-24,47447323.6,72.11,1411.13,74.59288888888888,3.7596444444444446,175.83384071333333,7.237333333333334
2012-08-31,47159639.43,72.60001,1406.58,77.79355555555556,3.769066666666667,175.92415436666667,7.237333333333334
2012-09-07,48330059.31,73.82001,1437.92,78.03866666666666,3.8425555555555553,176.01446808666665,7.237333333333334
2012-09-14,44226038.65,74.5,1465.77,70.23822222222222,3.8520444444444446,176.11066033777777,7.237333333333334
2012-09-21,44354547.11,74.45,1460.15,67.92488888888889,3.907911111111111,176.24212404444444,7.237333333333334
2012-09-28,43734899.4,73.8,1440.67,68.75444444444445,3.8545777777777777,176.37358777777777,7.237333333333334
2012-10-05,47566639.31,75.13,1460.93,65.97311111111111,3.845222222222222,176.50505150444445,6.953711111111111
2012-10-12,46128514.25,75.81,1428.59,58.342666666666666,3.8967333333333336,176.63651522,6.953711111111111
2012-10-19,45122410.57,75.62,1433.19,60.70533333333333,3.88,176.65261267111111,6.953711111111111
2012-10-26,45544116.29,75.11,1411.94,61.05111111111111,3.7914888888888885,176.6494824488889,6.953711111111111
